;x
1;0.973399888623045
2;0.985558318343953
3;0.997292803676318
4;1.00859587407538
5;1.01946109599606
6;1.02988307023918
7;1.03985742573595
8;1.04938080992662
9;1.05845087590148
10;1.06706626648446
11;1.07522659544858
12;1.08293242606103
13;1.09018524716183
14;1.09698744698526
15;1.10334228493646
16;1.1092538615377
17;1.11472708675957
18;1.11976764695148
19;1.12438197058431
20;1.12857719301487
21;1.13236112047786
22;1.13574219350629
23;1.13872944997541
24;1.14133248795865
25;1.14356139194635
26;1.14542588837016
27;1.14693530349975
28;1.14809933469799
29;1.14892805648427
30;1.14943189046578
31;1.14962157581107
32;1.14950814037408
33;1.14910287257106
34;1.14841729410603
35;1.14746313363487
36;1.14625230145165
37;1.14479686527535
38;1.14310902720946
39;1.14120110194157
40;1.1390854962454
41;1.13677468984304
42;1.13428121768085
43;1.13161765366927
44;1.12879659593306
45;1.12583065361632
46;1.12273243528414
47;1.11951453896137
48;1.11618954384823
49;1.11277018197473
50;1.10927323915973
51;1.10571948627853
52;1.10212972654527
53;1.09852461577709
54;1.09492466588445
55;1.09135025284734
56;1.08782162921627
57;1.08435894118859
58;1.08098225032505
59;1.07771155998905
60;1.07456684661108
61;1.07156809590402
62;1.06873534418151
63;1.06608872496061
64;1.06364852106235
65;1.06143522245944
66;1.0594695901588
67;1.05777272644799
68;1.05636615187956
69;1.05527188941406
70;1.05451255619285
71;1.0541114634633
72;1.05409272523331
73;1.05448079549049
74;1.05528780664259
75;1.05651362649421
76;1.05815866360193
77;1.06022448431903
78;1.06271385314975
79;1.06563077645336
80;1.06898054879767
81;1.07276980107235
82;1.07700654924685
83;1.081700242395
84;1.08686180830356
85;1.09250369463568
86;1.09863990323023
87;1.10528601468698
88;1.11245919991993
89;1.12017821486381
90;1.12846337400566
91;1.13733649790085
92;1.14682082934686
93;1.15694091246012
94;1.16772242857252
95;1.17919198268387
96;1.19137683423524
97;1.20430420753586
98;1.21799289175526
99;1.23245227380647
100;1.24768939197937
101;1.2637085564196
102;1.28051053969787
103;1.2980916998493
104;1.31644304796281
105;1.33554927750047
106;1.35538777794938
107;1.37592766087205
108;1.39712883156183
109;1.41894114389071
110;1.44130367907146
111;1.46414419044974
112;1.48737875563678
113;1.51091167393314
114;1.53463564088038
115;1.5584322229293
116;1.58217264390468
117;1.60571888171847
118;1.62892505942909
119;1.65163910024661
120;1.67370460253324
121;1.6949642620811
122;1.71529288011799
123;1.73460133119049
124;1.75280870233395
125;1.76984242750473
126;1.78563954764174
127;1.80014769623154
128;1.81332579004097
129;1.82514441921382
130;1.83558594458215
131;1.84464432196707
132;1.85232468282441
133;1.85864270748581
134;1.86362383137339
135;1.86730232607265
136;1.86972029635409
137;1.87092663157407
138;1.87097594584684
139;1.86992753645144
140;1.86784438456877
141;1.8647922170179
142;1.86083864247737
143;1.85605237095532
144;1.85050252114757
145;1.84425848984389
146;1.83739979381665
147;1.83001541761638
148;1.82219291844889
149;1.81401762635721
150;1.80557240194603
151;1.79693746893563
152;1.78819031340003
153;1.77940564178974
154;1.77065539027133
155;1.76200877847546
156;1.75353240138099
157;1.74529035373952
158;1.73734438212994
159;1.7297540604077
160;1.72257698496101
161;1.71586898679901
162;1.70968435806811
163;1.70407609112184
164;1.69909612875584
165;1.69479562466683
166;1.69122521360529
167;1.68843529107081
168;1.68647630275218
169;1.6853971006221
170;1.68520249933846
171;1.68585348984541
172;1.68730991626598
173;1.6895322559737
174;1.69248146177202
175;1.696118810898
176;1.70040576076178
177;1.70530381139405
178;1.7107743746328
179;1.71677865013736
180;1.72327750837367
181;1.73023138076844
182;1.73760015728159
183;1.74534309169682
