;x
1;11.4516512946491
2;9.56935814309758
3;8.27353140403918
4;7.60014247008146
5;7.50156901949896
6;7.89931340456625
7;8.66741272515022
8;9.5805791186922
9;10.3023575805289
10;10.4934247138221
11;10.0087371159377
12;9.00197706584464
13;7.81555021209781
14;6.77372372219585
15;6.0676948328395
16;5.76869523524056
17;5.88661906051882
18;6.40171059467398
19;7.2464273973153
20;8.25446462318601
21;9.13758336654146
22;9.57071686439242
23;9.37721521107318
24;8.6543565290245
25;7.7018149336495
26;6.8346963543681
27;6.26138292639231
28;6.08064893628293
29;6.33008478701419
30;7.01343534988976
31;8.07689107033909
32;9.34681204506905
33;10.4955092235924
34;11.1335043777676
35;11.0298266538931
36;10.2755139382235
37;9.21461870318914
38;8.22522535943835
39;7.56608759083722
40;7.36464414832035
41;7.67079375957562
42;8.48826075389662
43;9.74579908445985
44;11.2240660699095
45;12.5207931938384
46;13.1713400450495
47;12.9170881106393
48;11.8911930357048
49;10.5185507989456
50;9.24650427462644
51;8.3651162654222
52;7.99964217464551
53;8.17998139096544
54;8.88232539599796
55;10.0058000827487
56;11.3075657872656
57;12.3828646389766
58;12.7968518257515
59;12.3413566141309
60;11.1871044189447
61;9.75969051206851
62;8.47624053758835
63;7.58933111827845
64;7.19561753401288
65;7.30761877212904
66;7.89471141310936
67;8.86354083386596
68;10.000693188384
69;10.9533564027766
70;11.3410627376637
71;10.977343836733
72;10.0044879164117
73;8.79049275170911
74;7.70189585436746
75;6.96713314853454
76;6.68242572272774
77;6.87284873213911
78;7.52647291907983
79;8.57188732190799
80;9.81641640182902
81;10.916502542864
82;11.4784511713157
83;11.282877103444
84;10.4407165349353
85;9.31114146452693
86;8.27642416016725
87;7.59195367137901
88;7.38050906752359
89;7.69023353684333
90;8.52789893601098
91;9.83040513547733
92;11.3890724995744
93;12.8072149760631
94;13.6108424915255
95;13.5159394813031
96;12.6291719793873
97;11.3673057002878
98;10.1922958450191
99;9.42473969645062
100;9.22883213184442
101;9.67718329216851
102;10.7882582448587
103;12.4875716346208
104;14.5089649043907
105;16.3393755842302
106;17.3634828954669
107;17.2129383424095
108;16.0278104149765
109;14.3492819325707
110;12.7724966360951
111;11.7020815245964
112;11.3316134516708
113;11.7276029041098
114;12.8793515466091
115;14.6579581476758
116;16.7131673655645
117;18.4358188227887
118;19.1535885179425
119;18.5285012248609
120;16.804321737042
121;14.6263436284151
122;12.6367724895233
123;11.2244138937765
124;10.5295773950044
125;10.5540244330356
126;11.2267883002826
127;12.3834647975712
128;13.6987166384688
129;14.6815321260143
130;14.8481321519045
131;14.0148494270279
132;12.4364842100414
133;10.6249445917872
134;9.04105876068363
135;7.93629231955767
136;7.3826253709813
137;7.36266676257814
138;7.81910565909853
139;8.63955984483642
140;9.60587044182649
141;10.3822470631147
142;10.6244657441967
143;10.180938877677
144;9.2025226618535
145;8.03496695160551
146;7.00885323181748
147;6.32284968384323
148;6.0567771031301
149;6.22931898374292
150;6.82885125941811
151;7.79200944099302
152;8.94573244424295
153;9.97741538613158
154;10.5239757769837
155;10.3771397893901
156;9.63069336190314
157;8.6102713821553
158;7.6677809243206
159;7.04091640754726
160;6.84471952224327
161;7.12290363926693
162;7.87720020313392
163;9.04039377498439
164;10.4081603412891
165;11.6065591083278
166;12.203950398711
167;11.9602931922726
168;10.9995337433136
169;9.71627148969326
170;8.52564841171475
171;7.69585359030104
172;7.34071160092846
173;7.48461561455625
174;8.10175796634629
175;9.09587882707571
176;10.2429760455389
177;11.1759738228959
178;11.5063282086245
179;11.0547055927189
180;9.98281679507995
181;8.67645356398081
182;7.50791147803635
183;6.6986480595445
184;6.3299007672227
185;6.40835484416264
186;6.90342711261665
187;7.73087873403048
188;8.70361175511531
189;9.51565027333548
190;9.83921189518327
191;9.51550919033262
192;8.66942305857682
193;7.61938376434983
194;6.68126553841844
195;6.05172723220106
196;5.81431583597507
197;5.99212778015413
198;6.57690604611827
199;7.50868750614286
200;8.62055365062969
201;9.61087897757106
202;10.1304501673892
203;9.98080018735464
204;9.25498706972495
205;8.26826198031001
206;7.35955410107116
207;6.7570537640791
208;6.57126235039995
209;6.84526605928888
210;7.58362638173676
211;8.72674548779915
212;10.0842455232323
213;11.2999971265234
214;11.9546800546869
215;11.8047173446057
216;10.9555480825018
217;9.7820228963833
218;8.69030646244057
219;7.95374836195205
220;7.70203848574241
221;7.98088262911581
222;8.78723665905752
223;10.0416106993002
224;11.5154472838755
225;12.7986009898196
226;13.4239123175839
227;13.1375300200314
228;12.0814481473329
229;10.6880588302154
230;9.40749376060616
231;8.53029068923142
232;8.18342788995941
233;8.40044992729817
234;9.16242544712782
235;10.3717605077225
236;11.7816290235415
237;12.9702076713905
238;13.4743524215733
239;13.0608472673069
240;11.8956979456249
241;10.4224125018157
242;9.08540167590659
243;8.15963184224083
244;7.754405306796
245;7.88726531316217
246;8.52674705754502
247;9.57077231370127
248;10.78519938282
249;11.7852565828219
250;12.1603041318589
251;11.7155221325467
252;10.613961952551
253;9.25827715962653
254;8.04219304859834
255;7.20384232730424
256;6.83439754977869
257;6.94594163426482
258;7.50992901457009
259;8.43804898575166
260;9.52709893674355
261;10.4400796649641
262;10.8127538067602
263;10.4658731929874
264;9.53472391547812
265;8.3708865134647
266;7.32483807263346
267;6.61451256870492
268;6.33034237176675
269;6.49366609351973
270;7.08957844595998
271;8.0464000426348
272;9.17909446569359
273;10.1644175404786
274;10.6382404052962
275;10.4048154852304
276;9.57675638873158
277;8.49210638720586
278;7.50301093333414
279;6.83892703075593
280;6.60433189629351
281;6.83379907988948
282;7.52353976662391
283;8.6077962641186
284;9.89549998639838
285;11.038928973663
286;11.6353586806634
287;11.4569465262929
288;10.6129584832153
289;9.46837189674897
290;8.41356009590975
291;7.70953131809214
292;7.48073770701069
293;7.77322643181766
294;8.58818230121613
295;9.85361477838899
296;11.3506009554577
297;12.6767174692277
298;13.3643534545016
299;13.1487120734848
300;12.156906973964
301;10.8125802085455
302;9.56710409650374
303;8.71874420595545
304;8.4037716907762
305;8.6639032102746
306;9.48581347102547
307;10.7723028729267
308;12.2673308575123
309;13.5280399880481
310;14.065379742152
311;13.6314094488337
312;12.3997599316806
313;10.8376140831064
314;9.41349018885323
315;8.41548241944603
316;7.95396395389586
317;8.0403871407302
318;8.63379956898153
319;9.62166618171183
320;10.7620946223861
321;11.6712553110396
322;11.9520223954509
323;11.4300871573733
324;10.2823601645405
325;8.90990921595813
326;7.69324913536215
327;6.85519877167246
328;6.47543506980567
329;6.55947349216362
330;7.07722588033882
331;7.94589533828812
332;8.97807458038692
333;9.86189119199073
334;10.2565820090836
335;9.98830531719838
336;9.17441697164844
337;8.13879728961995
338;7.21187379098679
339;6.60767508236837
340;6.42704279251362
341;6.71015424380687
342;7.46517342935135
343;8.64190353602149
344;10.0623700736479
345;11.378183346164
346;12.1629950547228
347;12.1497882787491
348;11.418068540104
349;10.3323420510123
350;9.308727541332
351;8.64309590131096
