"","V1"
"sp0",9.58211751515718
"sp1",9.80345439813219
"sp2",13.2393401820254
"sp3",12.5882532087159
"sp4",13.121048390303
"sp5",2.08035497680765
"sp6",6.75716019591436
"sp7",8.94517073375999
"sp8",1.57791010490079
