;x
1;9.47886572750313
2;9.54177665926193
3;9.59760086862462
4;9.64643549978432
5;9.68839785262078
6;9.72362415852717
7;9.75226831048142
8;9.77450055911763
9;9.79050618613692
10;9.80048416589658
11;9.80464582544514
12;9.80321351263955
13;9.79641928130239
14;9.78450360166224
15;9.7677141035812
16;9.74630435931932
17;9.72053271182744
18;9.69066115380488
19;9.65695426201665
20;9.61967819064203
21;9.57909972672952
22;9.53548541016806
23;9.48910071995495
24;9.44020932795178
25;9.38907672999944
26;9.33606378143964
27;9.28162326358872
28;9.22620317461479
29;9.17024183016411
30;9.11416750761764
31;9.05839829360472
32;9.00334212676287
33;8.9493970276595
34;8.89695150796397
35;8.84638515135995
36;8.79806935930754
37;8.75236825558739
38;8.70963974457524
39;8.6702367193967
40;8.63450841749204
41;8.60280192267707
42;8.5754638145199
43;8.55284196776817
44;8.53528750666771
45;8.52315692132456
46;8.51681435579764
47;8.51663408039486
48;8.5230031637128
49;8.53630477413924
50;8.55648908285567
51;8.58306923154766
52;8.61554711966381
53;8.65342918381779
54;8.69622294282758
55;8.74343385212732
56;8.79456245836611
57;8.84910185019916
58;8.90653540593443
59;8.9663348428419
60;9.02795857657119
61;9.09085040224858
62;9.1544385114187
63;9.21813486103154
64;9.28133491211519
65;9.34341775657745
66;9.40374665069873
67;9.46166997326682
68;9.51652262491456
69;9.56762788301115
70;9.6142997233897
71;9.65584561624204
72;9.69156979866187
73;9.72080539550121
74;9.74354464024258
75;9.76044853588303
76;9.77222280900091
77;9.77958556679369
78;9.78326374054662
79;9.78399004899754
80;9.78250049780175
81;9.77953242549736
82;9.77582310167521
83;9.77210887950219
84;9.76912490235069
85;9.76760536305492
86;9.76828431424547
87;9.77189702930108
88;9.77918191569769
89;9.7908829859344
90;9.80775289578702
91;9.83055656541564
92;9.86007540588407
93;9.8971121820161
94;9.94249655232701
95;9.99709133817885
96;10.0617995875098
97;10.1375363803242
98;10.2244343976243
99;10.3218128484733
100;10.4289511075135
101;10.5451159873816
102;10.6695537033044
103;10.801482384283
104;10.9400851406178
105;11.08450371515
106;11.2338327620877
107;11.3871148125823
108;11.5433360002176
109;11.7014226320639
110;11.8602387016717
111;12.0185844490156
112;12.1751960785618
113;12.3287467499087
114;12.4778489553798
115;12.6210583950636
116;12.7568794516241
117;12.8837723543032
118;13.0001621035
119;13.1044492038182
120;13.1950222242989
121;13.2702982741049
122;13.3293165428931
123;13.3717650439076
124;13.3974167411328
125;13.4061056756849
126;13.3977287763255
127;13.3722473819475
128;13.3296884595989
129;13.2701455004453
130;13.1937790744518
131;13.1008170225628
132;12.9915542629109
133;12.8663521853189
134;12.7256376063495
135;12.5699012558051
136;12.3996957653144
137;12.2156331309691
138;12.0183816254076
139;11.8086621407492
140;11.5872439527518
141;11.3549399086973
142;11.1126010567786
143;10.8611107528309
144;10.6013783004336
145;10.3343703761674
146;10.0619166062804
147;9.78658449099267
148;9.51077883161222
149;9.23669517328976
150;8.96631763152128
151;8.70142133550756
152;8.44357886436442
153;8.19417005571578
154;7.95439458791806
155;7.72528677401684
156;7.50773205473332
157;7.30248473678127
158;7.11018658932803
159;6.93138598338905
160;6.76655733460505
161;6.61612068773319
162;6.48046136020834
163;6.35994964167606
164;6.25496062638208
165;6.16589433626108
166;6.09319637572982
167;6.03737944656334
168;5.99904614568477
169;5.9788688008113
170;5.97663186273186
171;5.9912463644013
172;6.02171390335747
173;6.0671431250522
174;6.12672428495167
175;6.19970619035812
176;6.28537502859303
177;6.38303469904043
178;6.49198836317785
179;6.61152101296876
180;6.74088293677689
181;6.87927403543429
182;7.02582901070127
183;7.17960351492391
184;7.33956141445369
185;7.50456338000756
186;7.67335707372449
187;7.84456925379248
188;8.01670016125129
189;8.18812058753657
190;8.35707204275725
191;8.52167045054965
192;8.67991378246039
193;8.82973523940903
194;8.96994449393467
195;9.10031750164366
196;9.22072443129183
197;9.33108826050734
198;9.43138349060213
199;9.52163448762221
200;9.6019134891695
201;9.67233831834214
202;9.73306984719721
203;9.78430925248393
204;9.82629510608243
205;9.85930034167538
206;9.88362913774737
207;9.89961375511877
208;9.90761136495428
209;9.90800090061124
210;9.90117996388423
211;9.88756181322662
212;9.86757245845449
213;9.84164788332111
214;9.81023141424833
215;9.77377125046126
216;9.73271816783901
217;9.68752219112549
218;9.63860410945326
219;9.58635450498534
220;9.53115939821212
221;9.47340027050866
222;9.41345301370552
223;9.35168702584301
224;9.28846445070615
225;9.22413955786331
226;9.15905825920838
227;9.0935577574308
228;9.02796632140367
229;8.96260318318214
230;8.89777855113407
231;8.83379373367622
232;8.77094136815272
233;8.70950574956231
234;8.64976325410735
235;8.59198285289563
236;8.53642671156773
237;8.48335087214272
238;8.43300601396917
239;8.38563829133167
240;8.34149024599371
241;8.30079676770072
242;8.26367618730689
243;8.23013370798161
244;8.20017334557791
245;8.17380308957565
246;8.15103502182806
247;8.13188544439203
248;8.11637501707178
249;8.10452890535118
250;8.09637693943935
251;8.09195378520684
252;8.09129912784755
253;8.09445786916312
254;8.10148033943415
255;8.11242252491537
256;8.1273463120707
257;8.1463197497502
258;8.16941733060381
259;8.19672029312798
260;8.22831694585105
261;8.26430301528304
262;8.30478201938506
263;8.34986566845523
264;8.3996742954819
265;8.45432395482135
266;8.51363038585387
267;8.57709781446074
268;8.64420603958298
269;8.71442113951761
270;8.78719322834337
271;8.86195455313596
272;8.93811794953877
273;9.01507567651558
274;9.09219865370262
275;9.16883612663995
276;9.24431578623082
277;9.31794436898001
278;9.38900876382531
279;9.45677764962523
280;9.52050368453494
281;9.57942626453071
282;9.63277486318643
283;9.67977295843835
284;9.71964254449123
285;9.75160921824758
286;9.77490781973913
287;9.78878859510064
288;9.79252383878852
289;9.78544379019534
290;9.76757688480601
291;9.7396471804189
292;9.70243221261569
293;9.65672684575977
294;9.60333647407964
295;9.54307077183547
296;9.47673803008241
297;9.40514010512211
298;9.32906799240762
299;9.24929802955689
300;9.16658872331297
301;9.08167818780193
302;8.99528217528635
303;8.90809267576781
304;8.82077705820917
305;8.73397772376026
306;8.64831224010154
307;8.56437392578489
308;8.48273285415905
309;8.40393724803323
310;8.32851523857218
311;8.25697696495384
312;8.18981699499217
313;8.12750073436191
314;8.07011157671959
315;8.0173661046365
316;7.9689779892522
317;7.92467307669156
318;7.88418814201099
319;7.84726974391823
320;7.81367317260527
321;7.78316148394929
322;7.75550461416022
323;7.73047856969553
324;7.70786468793001
325;7.68744896466867
326;7.66902144513011
327;7.65237567551033
328;7.63730821266819
329;7.62361818985697
330;7.61110693676368
331;7.59957765241388
332;7.58883512975374
333;7.57868553093773
334;7.56893621252811
335;7.55939559995522
336;7.54987311069314
337;7.54018658204994
338;7.53032606472013
339;7.5204527223728
340;7.51073430732965
341;7.50133771043475
342;7.49242901410465
343;7.4841735822928
344;7.47673618709808
345;7.47028117181439
346;7.4649726503082
347;7.46097474272371
348;7.45845184765019
349;7.45756895104407
350;7.45849197237957
351;7.4613881487065
352;7.46642645752318
353;7.47377807962777
354;7.4836169033933
355;7.49612007222302
356;7.51146857728391
357;7.52984789799245
358;7.55144869313771
359;7.57646754597907
360;7.60510776715155
361;7.637570876245
362;7.67384988928303
363;7.7137245758358
364;7.75696483238455
365;7.80333886279681
366;7.8526120904403
367;7.90454614466126
368;7.95889792172467
369;8.01541872124355
370;8.07385345998441
371;8.13393996572735
372;8.1954083545801
373;8.25798049579204
374;8.32136956868339
375;8.38527971679051
376;8.44940580472349
377;8.51343328353037
378;8.57703817055509
379;8.63988714985449
380;8.7016377991955
381;8.76193894947728
382;8.82043118210634
383;8.87674746938775
384;8.93051396237388
385;8.98135313672428
386;9.02893375265598
387;9.0729733356196
388;9.11319121328904
389;9.14930735358895
390;9.18104347025347
391;9.20812419836098
392;9.23027833585338
393;9.2472401461748
394;9.25875071626365
395;9.26455936321215
396;9.26442508197894
397;9.25811802561508
398;9.24542100855204
399;9.22613102261743
400;9.2000607546023
401;9.16704009341889
402;9.12691761417369
403;9.07956202585432
404;9.02486356880386
405;8.96273534775058
406;8.89311458588665
407;8.81596378536319
408;8.73127177960171
