;x
1;8.61985915200022
2;8.35269235136031
3;8.10852105199504
4;7.88547285320186
5;7.68186804724766
6;7.49619770552956
7;7.32710446356689
8;7.17336564081322
9;7.03387838327558
10;6.90764656103313
11;6.79376919022241
12;6.69143018095194
13;6.59988923980287
14;6.51847377879767
15;6.44657170258875
16;6.38362496264912
17;6.32912378186916
18;6.28260146554218
19;6.24362972556341
20;6.21181445403144
21;6.18679189054783
22;6.16822513454527
23;6.15580096009567
24;6.14922689599064
25;6.14822914108468
26;6.15256334834641
27;6.16201243267287
28;6.17637138507099
29;6.19544487828413
30;6.21904557930457
31;6.24699255320434
32;6.27910974701779
33;6.31522454394008
34;6.35516637950993
35;6.39876541274109
36;6.4458512463754
37;6.49625169156419
38;6.54979157335921
39;6.60629157441991
40;6.6655671153306
41;6.72742727087803
42;6.79167372257275
43;6.85809974861394
44;6.92648925340015
45;6.99661583958255
46;7.06824192654539
47;7.14111792008137
48;7.21498143891035
49;7.28955303271776
50;7.36445597054316
51;7.43921145802655
52;7.51331501874242
53;7.58623990828148
54;7.65743731710853
55;7.72633692461782
56;7.7923478316762
57;7.85485989856095
58;7.91324551419324
59;7.96686182087348
60;8.01505341627908
61;8.05715555122648
62;8.09249783757048
63;8.12040847556136
64;8.14021900395898
65;8.15126956917435
66;8.15291470164624
67;8.14452957854773
68;8.12551674175325
69;8.09531322879814
70;8.05339806236374
71;7.999300030684
72;7.93260567728097
73;7.85299332832344
74;7.76080329111661
75;7.65700554516375
76;7.54260597275148
77;7.41860953533403
78;7.28601081286113
79;7.14578576594778
80;6.99888473850419
81;6.84622669163701
82;6.68869463586536
83;6.52713220799524
84;6.36234132130456
85;6.19508080288541
86;6.02606591992609
87;5.85596868724879
88;5.68541884144003
89;5.5150053623638
90;5.34527842074299
91;5.1767516309165
92;5.00990449096944
93;4.84518489837154
94;4.6830116382201
95;4.52377675328753
96;4.36784772032666
97;4.21556296406912
98;4.06709854053451
99;3.92249465180192
100;3.78180620710216
101;3.64510697106119
102;3.51248661979062
103;3.38404743010779
104;3.25990070680041
105;3.1401630705301
106;3.02495274020554
107;2.91438594732222
108;2.80857361539091
109;2.70761842542787
110;2.61161236953144
111;2.52063487040452
112;2.43475151729629
113;2.35401344041503
114;2.27845731854
115;2.20810599020396
116;2.1429696188699
117;2.08304734791363
118;2.02832937233238
119;1.97879935082356
120;1.93443708370676
121;1.89521365112052
122;1.86092797729605
123;1.8312235127392
124;1.80576070174562
125;1.78421938432214
126;1.76629387654769
127;1.75168854815187
128;1.74011384106291
129;1.73128269253627
130;1.72490734421032
131;1.72069653422554
132;1.71835308345659
133;1.71757189890737
134;1.71803842728256
135;1.71942759946879
136;1.72140331186236
137;1.7236184928499
138;1.72571580194009
139;1.7273290047235
140;1.728085058705
141;1.72760693289242
142;1.72551716773677
143;1.72144216167011
144;1.7150171463454
145;1.70590369941187
146;1.69405571944008
147;1.67971377126671
148;1.66313740627195
149;1.64459031092512
150;1.62433759131589
